CustomerID,CustomerName,Email,FirstOrder,LastOrder,Orders
CUST0144,Chloe Lopez,chloe.lopez@example.com,2025-04-18,2025-04-18,1
CUST0145,Sofia Garcia,sofia.garcia@example.com,2025-04-18,2025-04-18,1
CUST0146,Noah Anderson,noah.anderson@example.com,2025-04-18,2025-04-18,1
CUST0147,Raj Kim,raj.kim@example.com,2025-04-18,2025-04-18,1
CUST0148,Mateo Khan,mateo.khan@example.com,2025-04-18,2025-04-18,1
CUST0149,Priya Lee,priya.lee@example.com,2025-04-18,2025-04-18,1
CUST0150,Hassan Kim,hassan.kim@example.com,2025-04-18,2025-04-18,1
CUST0151,Isabella Davis,isabella.davis@example.com,2025-04-18,2025-04-18,1
CUST0152,Tariq Wang,tariq.wang@example.com,2025-04-18,2025-04-18,1
CUST0153,Kenji Kim,kenji.kim@example.com,2025-04-18,2025-04-18,1
CUST0154,Raj Wang,raj.wang@example.com,2025-04-18,2025-04-18,1
CUST0155,Hassan Ali,hassan.ali@example.com,2025-04-18,2025-04-18,1
CUST0156,Kenji Kim,kenji.kim@example.com,2025-04-18,2025-04-18,1
CUST0157,Priya Garcia,priya.garcia@example.com,2025-04-18,2025-04-18,1
CUST0158,Noah Moore,noah.moore@example.com,2025-04-19,2025-04-19,1
CUST0159,Priya Lee,priya.lee@example.com,2025-04-19,2025-04-19,1
CUST0160,Hassan Kim,hassan.kim@example.com,2025-04-19,2025-04-19,1
CUST0161,Miguel Smith,miguel.smith@example.com,2025-04-19,2025-04-19,1
CUST0162,Leila Young,leila.young@example.com,2025-04-19,2025-04-19,1
CUST0163,Chloe Smith,chloe.smith@example.com,2025-04-19,2025-04-19,1
CUST0164,Leila Patel,leila.patel@example.com,2025-04-19,2025-04-19,1
CUST0165,Hassan Ali,hassan.ali@example.com,2025-04-19,2025-04-19,1
CUST0166,Raj Martinez,raj.martinez@example.com,2025-04-19,2025-04-19,1
CUST0167,Chloe Nguyen,chloe.nguyen@example.com,2025-04-19,2025-04-19,1
CUST0168,Noah Moore,noah.moore@example.com,2025-04-19,2025-04-19,1
CUST0169,Mateo Kim,mateo.kim@example.com,2025-04-19,2025-04-19,1
CUST0170,Kenji Wilson,kenji.wilson@example.com,2025-04-19,2025-04-19,1
CUST0171,Aisha Davis,aisha.davis@example.com,2025-04-19,2025-04-19,1
CUST0172,Emily Kim,emily.kim@example.com,2025-04-19,2025-04-19,1
CUST0173,Miguel Smith,miguel.smith@example.com,2025-04-20,2025-04-20,1
CUST0174,Isabella Lee,isabella.lee@example.com,2025-04-20,2025-04-20,1
CUST0175,Hassan Young,hassan.young@example.com,2025-04-20,2025-04-20,1
CUST0176,Hassan Kim,hassan.kim@example.com,2025-04-20,2025-04-20,1
CUST0177,Linh Ramirez,linh.ramirez@example.com,2025-04-20,2025-04-20,1
CUST0178,Noah Moore,noah.moore@example.com,2025-04-20,2025-04-20,1
CUST0179,Noah Wang,noah.wang@example.com,2025-04-20,2025-04-20,1
CUST0180,Leila Brown,leila.brown@example.com,2025-04-20,2025-04-20,1
CUST0181,Noah Garcia,noah.garcia@example.com,2025-04-20,2025-04-20,1
CUST0182,Tariq Kim,tariq.kim@example.com,2025-04-20,2025-04-20,1
CUST0183,Isabella Anderson,isabella.anderson@example.com,2025-04-20,2025-04-20,1
CUST0184,Leila Patel,leila.patel@example.com,2025-04-20,2025-04-20,1
CUST0185,Chloe Lopez,chloe.lopez@example.com,2025-04-20,2025-04-20,1
CUST0186,Leila Patel,leila.patel@example.com,2025-04-20,2025-04-20,1
CUST0187,Daniel Lopez,daniel.lopez@example.com,2025-04-20,2025-04-20,1
CUST0188,Priya Lee,priya.lee@example.com,2025-04-20,2025-04-20,1
CUST0189,Priya Lee,priya.lee@example.com,2025-04-21,2025-04-21,1
CUST0190,Daniel Nguyen,daniel.nguyen@example.com,2025-04-21,2025-04-21,1
CUST0191,Jamal Anderson,jamal.anderson@example.com,2025-04-21,2025-04-21,1
CUST0192,Isabella Johnson,isabella.johnson@example.com,2025-04-21,2025-04-21,1
CUST0193,Jamal Martinez,jamal.martinez@example.com,2025-04-21,2025-04-21,1
CUST0194,Grace Martinez,grace.martinez@example.com,2025-04-21,2025-04-21,1
CUST0195,Tariq Wang,tariq.wang@example.com,2025-04-21,2025-04-21,1
CUST0196,Daniel Lopez,daniel.lopez@example.com,2025-04-21,2025-04-21,1
CUST0197,Linh Ramirez,linh.ramirez@example.com,2025-04-21,2025-04-21,1
CUST0198,Daniel Lopez,daniel.lopez@example.com,2025-04-21,2025-04-21,1
CUST0199,Aisha Ramirez,aisha.ramirez@example.com,2025-04-21,2025-04-21,1
CUST0200,Mateo Smith,mateo.smith@example.com,2025-04-21,2025-04-21,1
CUST0201,Daniel Lopez,daniel.lopez@example.com,2025-04-21,2025-04-21,1
CUST0202,Chloe Lopez,chloe.lopez@example.com,2025-04-22,2025-04-22,1
CUST0203,Leila Young,leila.young@example.com,2025-04-22,2025-04-22,1
CUST0204,Jamal Ali,jamal.ali@example.com,2025-04-22,2025-04-22,1
CUST0205,Mei Patel,mei.patel@example.com,2025-04-22,2025-04-22,1
CUST0206,Raj Wilson,raj.wilson@example.com,2025-04-22,2025-04-22,1
CUST0207,Leila Patel,leila.patel@example.com,2025-04-22,2025-04-22,1
CUST0208,Aisha Brown,aisha.brown@example.com,2025-04-22,2025-04-22,1
CUST0209,Hassan Davis,hassan.davis@example.com,2025-04-22,2025-04-22,1
CUST0210,Aisha Ramirez,aisha.ramirez@example.com,2025-04-22,2025-04-22,1
CUST0211,Mei Khan,mei.khan@example.com,2025-04-22,2025-04-22,1
CUST0212,Kenji Wilson,kenji.wilson@example.com,2025-04-22,2025-04-22,1
CUST0213,Emily Brown,emily.brown@example.com,2025-04-22,2025-04-22,1
CUST0214,Noah Moore,noah.moore@example.com,2025-04-22,2025-04-22,1
CUST0215,Grace Smith,grace.smith@example.com,2025-04-22,2025-04-22,1
CUST0216,Jin Ramirez,jin.ramirez@example.com,2025-04-23,2025-04-23,1
CUST0217,Daniel Nguyen,daniel.nguyen@example.com,2025-04-23,2025-04-23,1
CUST0218,Mateo Martinez,mateo.martinez@example.com,2025-04-23,2025-04-23,1
CUST0219,Priya Lee,priya.lee@example.com,2025-04-23,2025-04-23,1
CUST0220,Priya Garcia,priya.garcia@example.com,2025-04-23,2025-04-23,1
CUST0221,Aisha Brown,aisha.brown@example.com,2025-04-23,2025-04-23,1
CUST0222,Chloe Wilson,chloe.wilson@example.com,2025-04-23,2025-04-23,1
CUST0223,Isabella Johnson,isabella.johnson@example.com,2025-04-23,2025-04-23,1
CUST0224,Priya Wilson,priya.wilson@example.com,2025-04-23,2025-04-23,1
CUST0225,Leila Moore,leila.moore@example.com,2025-04-23,2025-04-23,1
CUST0226,Grace Khan,grace.khan@example.com,2025-04-23,2025-04-23,1
CUST0227,Kenji Davis,kenji.davis@example.com,2025-04-23,2025-04-23,1
CUST0228,Kenji Wilson,kenji.wilson@example.com,2025-04-23,2025-04-23,1
CUST0229,Leila Brown,leila.brown@example.com,2025-04-24,2025-04-24,1
CUST0230,Daniel Nguyen,daniel.nguyen@example.com,2025-04-24,2025-04-24,1
CUST0231,Miguel Smith,miguel.smith@example.com,2025-04-24,2025-04-24,1
CUST0232,Leila Nguyen,leila.nguyen@example.com,2025-04-24,2025-04-24,1
CUST0233,Emily Moore,emily.moore@example.com,2025-04-24,2025-04-24,1
CUST0234,Kenji Wilson,kenji.wilson@example.com,2025-04-24,2025-04-24,1
CUST0235,Sofia Smith,sofia.smith@example.com,2025-04-24,2025-04-24,1
CUST0236,Grace Martinez,grace.martinez@example.com,2025-04-24,2025-04-24,1
CUST0237,Leila Ramirez,leila.ramirez@example.com,2025-04-24,2025-04-24,1
CUST0238,Hassan Kim,hassan.kim@example.com,2025-04-24,2025-04-24,1
CUST0239,Miguel Smith,miguel.smith@example.com,2025-04-24,2025-04-24,1
CUST0240,Emily Brown,emily.brown@example.com,2025-04-24,2025-04-24,1
CUST0241,Mateo Khan,mateo.khan@example.com,2025-04-24,2025-04-24,1
CUST0242,Kenji Kim,kenji.kim@example.com,2025-04-24,2025-04-24,1
CUST0243,Jin Wilson,jin.wilson@example.com,2025-04-24,2025-04-24,1
CUST0244,Leila Brown,leila.brown@example.com,2025-04-25,2025-04-25,1
CUST0245,Chloe Moore,chloe.moore@example.com,2025-04-25,2025-04-25,1
CUST0246,Isabella Johnson,isabella.johnson@example.com,2025-04-25,2025-04-25,1
CUST0247,Miguel Davis,miguel.davis@example.com,2025-04-25,2025-04-25,1
CUST0248,Jamal Ali,jamal.ali@example.com,2025-04-25,2025-04-25,1
CUST0249,Priya Khan,priya.khan@example.com,2025-04-25,2025-04-25,1
CUST0250,Linh Ramirez,linh.ramirez@example.com,2025-04-25,2025-04-25,1
CUST0251,Hassan Young,hassan.young@example.com,2025-04-25,2025-04-25,1
CUST0252,Leila Nguyen,leila.nguyen@example.com,2025-04-25,2025-04-25,1
CUST0253,Jamal Moore,jamal.moore@example.com,2025-04-25,2025-04-25,1
CUST0254,Linh Ramirez,linh.ramirez@example.com,2025-04-25,2025-04-25,1
CUST0255,Priya Garcia,priya.garcia@example.com,2025-04-25,2025-04-25,1
CUST0256,Aisha Davis,aisha.davis@example.com,2025-04-25,2025-04-25,1
CUST0257,Sofia Smith,sofia.smith@example.com,2025-04-26,2025-04-26,1
CUST0258,Leila Young,leila.young@example.com,2025-04-26,2025-04-26,1
CUST0259,Miguel Davis,miguel.davis@example.com,2025-04-26,2025-04-26,1
CUST0260,Daniel Nguyen,daniel.nguyen@example.com,2025-04-26,2025-04-26,1
CUST0261,Daniel Nguyen,daniel.nguyen@example.com,2025-04-26,2025-04-26,1
CUST0262,Priya Lee,priya.lee@example.com,2025-04-26,2025-04-26,1
CUST0263,Tariq Lee,tariq.lee@example.com,2025-04-26,2025-04-26,1
CUST0264,Miguel Wilson,miguel.wilson@example.com,2025-04-26,2025-04-26,1
CUST0265,Miguel Wilson,miguel.wilson@example.com,2025-04-26,2025-04-26,1
CUST0266,Miguel Ali,miguel.ali@example.com,2025-04-26,2025-04-26,1
CUST0267,Linh Ramirez,linh.ramirez@example.com,2025-04-26,2025-04-26,1
CUST0268,Jamal Ali,jamal.ali@example.com,2025-04-26,2025-04-26,1
CUST0269,Noah Wang,noah.wang@example.com,2025-04-26,2025-04-26,1
CUST0270,Kenji Davis,kenji.davis@example.com,2025-04-26,2025-04-26,1
CUST0271,Jin Wilson,jin.wilson@example.com,2025-04-26,2025-04-26,1
CUST0272,Daniel Lopez,daniel.lopez@example.com,2025-04-26,2025-04-26,1
CUST0273,Priya Garcia,priya.garcia@example.com,2025-04-26,2025-04-26,1
CUST0274,Hassan Young,hassan.young@example.com,2025-04-26,2025-04-26,1
CUST0275,Isabella Lee,isabella.lee@example.com,2025-04-26,2025-04-26,1
CUST0276,Priya Garcia,priya.garcia@example.com,2025-04-26,2025-04-26,1
CUST0277,Sofia Lee,sofia.lee@example.com,2025-04-26,2025-04-26,1
CUST0278,Aisha Ramirez,aisha.ramirez@example.com,2025-04-26,2025-04-26,1
CUST0279,Isabella Anderson,isabella.anderson@example.com,2025-04-27,2025-04-27,1
CUST0280,Grace Khan,grace.khan@example.com,2025-04-27,2025-04-27,1
CUST0281,Noah Moore,noah.moore@example.com,2025-04-27,2025-04-27,1
CUST0282,Priya Wilson,priya.wilson@example.com,2025-04-27,2025-04-27,1
CUST0283,Noah Moore,noah.moore@example.com,2025-04-27,2025-04-27,1
CUST0284,Isabella Anderson,isabella.anderson@example.com,2025-04-27,2025-04-27,1
CUST0285,Noah Moore,noah.moore@example.com,2025-04-27,2025-04-27,1
CUST0286,Noah Wang,noah.wang@example.com,2025-04-27,2025-04-27,1
CUST0287,Emily Kim,emily.kim@example.com,2025-04-27,2025-04-27,1
CUST0288,Miguel Wilson,miguel.wilson@example.com,2025-04-27,2025-04-27,1
CUST0289,Mei Chen,mei.chen@example.com,2025-04-28,2025-04-28,1
CUST0290,Emily Brown,emily.brown@example.com,2025-04-28,2025-04-28,1
CUST0291,Linh Ramirez,linh.ramirez@example.com,2025-04-28,2025-04-28,1
CUST0292,Aisha Ramirez,aisha.ramirez@example.com,2025-04-28,2025-04-28,1
CUST0293,Daniel Lopez,daniel.lopez@example.com,2025-04-28,2025-04-28,1
CUST0294,Leila Patel,leila.patel@example.com,2025-04-28,2025-04-28,1
CUST0295,Mei Chen,mei.chen@example.com,2025-04-28,2025-04-28,1
CUST0296,Daniel Lopez,daniel.lopez@example.com,2025-04-28,2025-04-28,1
CUST0297,Mateo Wang,mateo.wang@example.com,2025-04-28,2025-04-28,1
CUST0298,Jamal Ali,jamal.ali@example.com,2025-04-28,2025-04-28,1
CUST0299,Emily Moore,emily.moore@example.com,2025-04-28,2025-04-28,1
CUST0300,Mei Khan,mei.khan@example.com,2025-04-28,2025-04-28,1
CUST0301,Aisha Davis,aisha.davis@example.com,2025-04-28,2025-04-28,1
CUST0302,Chloe Smith,chloe.smith@example.com,2025-04-28,2025-04-28,1
CUST0303,Grace Garcia,grace.garcia@example.com,2025-04-28,2025-04-28,1
CUST0304,Sofia Garcia,sofia.garcia@example.com,2025-04-01,2025-04-01,1
CUST0305,Leila Patel,leila.patel@example.com,2025-04-01,2025-04-01,1
CUST0306,Isabella Davis,isabella.davis@example.com,2025-04-01,2025-04-01,1
CUST0307,Isabella Johnson,isabella.johnson@example.com,2025-04-01,2025-04-01,1
CUST0308,Jamal Smith,jamal.smith@example.com,2025-04-02,2025-04-02,1
CUST0309,Chloe Khan,chloe.khan@example.com,2025-04-03,2025-04-03,1
CUST0310,Emily Brown,emily.brown@example.com,2025-04-03,2025-04-03,1
CUST0311,Hassan Davis,hassan.davis@example.com,2025-04-03,2025-04-03,1
CUST0312,Priya Garcia,priya.garcia@example.com,2025-04-04,2025-04-04,1
CUST0313,Leila Young,leila.young@example.com,2025-04-05,2025-04-05,1
CUST0314,Linh Ramirez,linh.ramirez@example.com,2025-04-05,2025-04-05,1
CUST0315,Leila Ramirez,leila.ramirez@example.com,2025-04-06,2025-04-06,1
CUST0316,Miguel Wilson,miguel.wilson@example.com,2025-04-06,2025-04-06,1
CUST0317,Raj Wilson,raj.wilson@example.com,2025-04-07,2025-04-07,1
CUST0318,Mateo Martinez,mateo.martinez@example.com,2025-04-08,2025-04-08,1
CUST0319,Tariq Kim,tariq.kim@example.com,2025-04-08,2025-04-08,1
CUST0320,Chloe Nguyen,chloe.nguyen@example.com,2025-04-08,2025-04-08,1
CUST0321,Mei Khan,mei.khan@example.com,2025-04-09,2025-04-09,1
CUST0322,Sofia Lee,sofia.lee@example.com,2025-04-10,2025-04-10,1
CUST0323,Chloe Lopez,chloe.lopez@example.com,2025-04-10,2025-04-10,1
CUST0324,Emily Brown,emily.brown@example.com,2025-04-10,2025-04-10,1
CUST0325,Priya Garcia,priya.garcia@example.com,2025-04-11,2025-04-11,1
CUST0326,Daniel Kim,daniel.kim@example.com,2025-04-11,2025-04-11,1
CUST0327,Daniel Wang,daniel.wang@example.com,2025-04-11,2025-04-11,1
CUST0328,Leila Ramirez,leila.ramirez@example.com,2025-04-11,2025-04-11,1
CUST0329,Linh Ramirez,linh.ramirez@example.com,2025-04-11,2025-04-11,1
CUST0330,Sofia Smith,sofia.smith@example.com,2025-04-11,2025-04-11,1
CUST0331,Mei Patel,mei.patel@example.com,2025-04-11,2025-04-11,1
CUST0332,Daniel Lopez,daniel.lopez@example.com,2025-04-11,2025-04-11,1
CUST0333,Tariq Wang,tariq.wang@example.com,2025-04-11,2025-04-11,1
CUST0334,Jamal Smith,jamal.smith@example.com,2025-04-11,2025-04-11,1
CUST0335,Noah Moore,noah.moore@example.com,2025-04-11,2025-04-11,1
CUST0336,Raj Kim,raj.kim@example.com,2025-04-11,2025-04-11,1
CUST0337,Mateo Kim,mateo.kim@example.com,2025-04-11,2025-04-11,1
CUST0338,Isabella Davis,isabella.davis@example.com,2025-04-11,2025-04-11,1
